EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,performance level
2773,Tony,Grimes,28-Dec-22,,Production Technician I,Misty Cole,tony.grimes@bilearner.com,SVG,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Splicing,20-06-1964,MA,Laborer,Male,10950,White,Widowed,Fully Meets,2,LOW
2774,Macy,Nielsen,17-Mar-20,,Production Technician I,Kenneth Perry,macy.nielsen@bilearner.com,EW,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,Field Operations,05-06-1993,MA,Laborer,Male,85907,Other,Divorced,Fully Meets,5,VERY HIGH
2775,Toby,Yates,07-Jan-23,,Production Technician I,Andrew Wilkinson,toby.yates@bilearner.com,MSC,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,19-02-1966,MA,Tower Hand,Female,50944,White,Single,Fully Meets,2,LOW
2776,Karlee,Davies,22-Dec-21,,Production Technician I,Debbie Pearson,karlee.davies@bilearner.com,TNS,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,General - Eng,06-02-1975,MA,Engineer,Male,67113,White,Single,Fully Meets,4,HIGH
2777,Hector,Escobar,29-Apr-20,22-Nov-22,Production Technician I,Frank Wilkinson,hector.escobar@bilearner.com,PYZ,Active,Part-Time,Zone B,Full-Time,Voluntary,Vote growth sound wide art.,Production       ,General - Con,31-07-1944,MA,Laborer,Male,37852,Hispanic,Single,Fully Meets,5,VERY HIGH
2778,Javon,Mckenzie,02-Dec-20,,Production Technician I,Raymond Burton,javon.mckenzie@bilearner.com,WBL,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Wireless,28-02-1955,MA,Foreman,Male,33896,Asian,Divorced,Fully Meets,5,VERY HIGH
2779,Lilly,Huynh,08-Dec-21,20-Jun-22,Production Technician I,Adam Murphy,lilly.huynh@bilearner.com,NEL,Active,Contract,Zone A,Part-Time,Resignation,Exist how dog information accept around PM.,Production       ,Field Operations,16-07-1957,MA,Laborer,Male,88158,Hispanic,Married,Fully Meets,2,LOW
2780,Anika,Robbins,13-Apr-22,04-Aug-23,Production Technician I,Kimberly Stout,anika.robbins@bilearner.com,PL,Active,Contract,Zone B,Part-Time,Retirement,Chance ever laugh sign indicate.,Production       ,General - Con,26-04-1951,MA,Foreman,Male,18034,White,Married,Fully Meets,4,HIGH
2781,Ishaan,Robinson,23-Dec-20,23-Jul-22,Production Technician I,Jonathan Hale,ishaan.robinson@bilearner.com,BPC,Voluntarily Terminated,Contract,Zone A,Part-Time,Retirement,Indicate less quality put listen nation.,Production       ,Field Operations,22-10-1969,MA,Operator,Male,47540,Asian,Divorced,Fully Meets,4,HIGH
2782,Paola,Macdonald,31-Mar-19,,Production Technician I,Robert Schmitt DDS,paola.macdonald@bilearner.com,CCDR,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,General - Con,18-06-1987,MA,Laborer,Female,14142,Black,Single,Fully Meets,2,LOW
